Site ID,query_count,Country,Region,missing_page_count,sae_count
Site 2037,10,USA,AMERICA,0,0.0
Site 2038,19,USA,AMERICA,0,0.0
Site 2039,4,USA,AMERICA,0,0.0
Site 204,5,CHN,ASIA,0,0.0
Site 2040,13,USA,AMERICA,0,0.0
Site 2041,10,USA,AMERICA,0,0.0
Site 2042,113,USA,AMERICA,0,0.0
Site 2043,36,USA,AMERICA,0,0.0
Site 2044,6,USA,AMERICA,0,0.0
Site 2045,7,USA,AMERICA,0,0.0
Site 2046,14,USA,AMERICA,0,0.0
Site 2047,43,USA,AMERICA,0,0.0
Site 2048,15,USA,AMERICA,0,0.0
Site 2049,13,USA,AMERICA,0,0.0
Site 205,5,CHN,ASIA,0,0.0
Site 2050,2,USA,AMERICA,0,0.0
Site 2051,25,USA,AMERICA,0,0.0
Site 2052,56,USA,AMERICA,0,0.0
Site 2053,20,USA,AMERICA,0,0.0
Site 2054,2,USA,AMERICA,0,0.0
Site 2055,10,USA,AMERICA,0,0.0
Site 2056,23,USA,AMERICA,0,0.0
Site 2057,6,USA,AMERICA,0,0.0
Site 2058,2,USA,AMERICA,0,0.0
Site 2059,31,USA,AMERICA,0,1.0
Site 206,31,CHN,ASIA,0,1.0
Site 2060,17,USA,AMERICA,0,0.0
Site 2061,37,USA,AMERICA,0,3.0
Site 2062,19,USA,AMERICA,0,0.0
Site 2063,19,USA,AMERICA,0,38.0
Site 2064,8,USA,AMERICA,0,0.0
Site 2065,53,USA,AMERICA,0,0.0
Site 2066,68,USA,AMERICA,0,0.0
Site 2067,4,USA,AMERICA,0,0.0
Site 2068,4,USA,AMERICA,0,0.0
Site 2069,4,USA,AMERICA,0,0.0
Site 207,4,CHN,ASIA,0,0.0
Site 2070,2,USA,AMERICA,0,0.0
Site 2071,3,USA,AMERICA,0,0.0
Site 2072,34,USA,AMERICA,0,0.0
Site 2073,5,USA,AMERICA,0,0.0
Site 2074,23,USA,AMERICA,0,0.0
Site 2075,80,USA,AMERICA,0,0.0
Site 2076,11,USA,AMERICA,0,0.0
Site 2077,5,USA,AMERICA,0,0.0
Site 2078,28,USA,AMERICA,0,0.0
Site 2079,4,USA,AMERICA,0,0.0
Site 208,3,CHN,ASIA,0,0.0
Site 2080,30,USA,AMERICA,0,0.0
Site 2081,22,USA,AMERICA,0,3.0
Site 2082,45,USA,AMERICA,0,0.0
Site 2083,1,USA,AMERICA,0,0.0
Site 2084,5,USA,AMERICA,0,0.0
Site 2085,13,USA,AMERICA,0,0.0
Site 2086,12,USA,AMERICA,0,0.0
Site 2087,20,USA,AMERICA,0,0.0
Site 2088,74,USA,AMERICA,0,0.0
Site 2089,10,USA,AMERICA,0,0.0
Site 209,37,CHN,ASIA,0,2.0
Site 2090,9,USA,AMERICA,0,0.0
Site 2091,15,USA,AMERICA,0,0.0
Site 2092,4,USA,AMERICA,0,0.0
Site 2093,6,USA,AMERICA,0,0.0
Site 2094,67,USA,AMERICA,0,1.0
Site 2095,30,USA,AMERICA,0,0.0
Site 2096,8,USA,AMERICA,0,0.0
Site 2097,29,USA,AMERICA,0,0.0
Site 2098,2,USA,AMERICA,0,0.0
Site 2099,7,USA,AMERICA,0,0.0
Site 210,13,CHN,ASIA,0,2.0
Site 2100,11,USA,AMERICA,0,0.0
Site 2101,11,USA,AMERICA,0,0.0
Site 2102,1,USA,AMERICA,0,0.0
Site 2103,9,USA,AMERICA,0,0.0
Site 2104,3,USA,AMERICA,0,0.0
Site 2105,2,USA,AMERICA,0,0.0
Site 2106,29,USA,AMERICA,0,0.0
Site 2107,3,USA,AMERICA,0,0.0
Site 2108,8,USA,AMERICA,0,0.0
Site 2109,3,USA,AMERICA,0,0.0
Site 211,8,CHN,ASIA,0,0.0
Site 2110,5,USA,AMERICA,0,0.0
Site 2111,7,USA,AMERICA,0,0.0
Site 2112,14,USA,AMERICA,0,0.0
Site 2113,5,USA,AMERICA,0,0.0
Site 2114,2,USA,AMERICA,0,0.0
Site 2115,5,USA,AMERICA,0,0.0
Site 2116,34,USA,AMERICA,0,0.0
Site 2117,28,USA,AMERICA,0,0.0
Site 2118,6,USA,AMERICA,0,0.0
Site 2119,39,USA,AMERICA,0,0.0
Site 212,4,CHN,ASIA,0,0.0
Site 2120,10,USA,AMERICA,0,0.0
Site 2121,10,USA,AMERICA,0,0.0
Site 2122,24,USA,AMERICA,0,0.0
Site 2123,3,USA,AMERICA,0,0.0
Site 2124,6,USA,AMERICA,0,0.0
Site 2125,19,USA,AMERICA,0,0.0
Site 2126,6,USA,AMERICA,0,0.0
Site 2127,4,USA,AMERICA,0,0.0
Site 2128,7,USA,AMERICA,0,0.0
Site 2129,6,USA,AMERICA,0,0.0
Site 213,1,CHN,ASIA,0,0.0
Site 2130,21,USA,AMERICA,0,0.0
Site 2131,9,USA,AMERICA,0,0.0
Site 2132,7,USA,AMERICA,0,0.0
Site 2133,10,USA,AMERICA,0,0.0
Site 2134,2,USA,AMERICA,0,0.0
Site 2135,20,USA,AMERICA,0,0.0
Site 2136,7,USA,AMERICA,0,0.0
Site 2137,4,USA,AMERICA,0,0.0
Site 2138,26,CHN,ASIA,0,2.0
Site 2139,15,CHN,ASIA,0,0.0
Site 214,11,CHN,ASIA,0,1.0
Site 2140,4,CHN,ASIA,0,0.0
Site 2141,47,HKG,ASIA,0,0.0
Site 2142,8,HKG,ASIA,0,0.0
Site 2143,27,HKG,ASIA,0,0.0
Site 2144,12,HKG,ASIA,0,0.0
Site 2145,5,HRV,EMEA,0,0.0
Site 2146,9,HRV,EMEA,0,0.0
Site 2147,6,HRV,EMEA,0,0.0
Site 2148,22,HRV,EMEA,0,0.0
Site 2149,7,DNK,EMEA,0,0.0
Site 215,25,CHN,ASIA,0,0.0
Site 2150,131,DNK,EMEA,0,2.0
Site 2151,167,EST,EMEA,0,0.0
Site 2152,23,EST,EMEA,0,0.0
Site 2153,73,EST,EMEA,0,0.0
Site 2154,4,EST,EMEA,0,0.0
Site 2155,24,EST,EMEA,0,0.0
Site 2156,21,EST,EMEA,0,0.0
Site 2157,10,EST,EMEA,0,0.0
Site 2158,12,LVA,EMEA,0,0.0
Site 2159,3,SWE,EMEA,0,0.0
Site 2160,75,SWE,EMEA,0,0.0
Site 219,4,CHN,ASIA,0,2.0
Site 22,15,USA,AMERICA,0,0.0
Site 23,8,USA,AMERICA,0,0.0
Site 24,12,USA,AMERICA,0,0.0
Site 259,34,AUS,ASIA,0,0.0
Site 267,3,IND,ASIA,0,0.0
Site 28,12,AUS,ASIA,0,0.0
Site 29,22,AUS,ASIA,0,0.0
Site 292,5,ROU,EMEA,0,0.0
Site 293,23,ROU,EMEA,0,0.0
Site 294,3,ROU,EMEA,0,0.0
Site 295,9,ROU,EMEA,0,0.0
Site 297,5,ROU,EMEA,0,0.0
Site 3,17,AUS,ASIA,0,0.0
Site 30,18,AUS,ASIA,0,0.0
Site 308,19,SVK,EMEA,0,0.0
Site 309,14,SVK,EMEA,0,0.0
Site 31,11,AUS,ASIA,0,0.0
Site 313,30,SVK,EMEA,0,0.0
Site 315,25,ARG,AMERICA,0,0.0
Site 316,38,ARG,AMERICA,0,0.0
Site 317,40,ARG,AMERICA,0,0.0
Site 318,55,ARG,AMERICA,0,0.0
Site 32,14,AUS,ASIA,0,0.0
Site 321,24,ARG,AMERICA,0,0.0
Site 323,15,ARG,AMERICA,0,0.0
Site 325,5,USA,AMERICA,0,0.0
Site 326,24,USA,AMERICA,0,0.0
Site 328,22,USA,AMERICA,0,0.0
Site 329,4,USA,AMERICA,0,0.0
Site 33,10,AUS,ASIA,0,0.0
Site 330,101,USA,AMERICA,0,0.0
Site 331,22,USA,AMERICA,0,0.0
Site 332,137,USA,AMERICA,0,1.0
Site 333,107,USA,AMERICA,0,0.0
Site 334,27,USA,AMERICA,0,0.0
Site 335,7,USA,AMERICA,0,0.0
Site 336,14,USA,AMERICA,0,0.0
Site 339,18,USA,AMERICA,0,0.0
Site 340,11,USA,AMERICA,0,0.0
Site 342,34,USA,AMERICA,0,0.0
Site 343,50,USA,AMERICA,0,0.0
Site 344,47,CHN,ASIA,0,0.0
Site 345,26,CHN,ASIA,0,0.0
Site 346,9,HRV,EMEA,0,0.0
Site 349,38,ESP,EMEA,0,0.0
Site 350,8,ESP,EMEA,0,0.0
Site 352,3,CHN,ASIA,0,0.0
Site 353,21,FRA,EMEA,0,0.0
Site 354,4,POL,EMEA,0,0.0
Site 355,10,POL,EMEA,0,0.0
Site 356,13,ARG,AMERICA,0,2.0
Site 357,19,AUS,ASIA,0,0.0
Site 359,26,AUT,EMEA,0,0.0
Site 4,32,AUS,ASIA,0,0.0
Site 417,5,BEL,EMEA,0,0.0
Site 435,123,ARG,AMERICA,0,0.0
Site 436,27,ARG,AMERICA,0,0.0
Site 438,18,ARG,AMERICA,0,0.0
Site 439,16,ARG,AMERICA,0,0.0
Site 441,60,ARG,AMERICA,0,0.0
Site 442,115,ARG,AMERICA,0,0.0
Site 443,64,ARG,AMERICA,0,0.0
Site 444,17,ARG,AMERICA,0,0.0
Site 445,9,ARG,AMERICA,0,0.0
Site 446,23,ARG,AMERICA,0,0.0
Site 447,10,ARG,AMERICA,0,0.0
Site 448,35,ARG,AMERICA,0,0.0
Site 449,7,ARG,AMERICA,0,0.0
Site 451,7,AUS,ASIA,0,0.0
Site 452,22,AUS,ASIA,0,0.0
Site 459,8,TWN,ASIA,0,0.0
Site 460,43,TWN,ASIA,0,0.0
Site 461,21,THA,ASIA,0,0.0
Site 462,22,THA,ASIA,0,0.0
Site 464,16,GRC,EMEA,0,0.0
Site 465,9,ITA,EMEA,0,0.0
Site 466,41,IND,ASIA,0,0.0
Site 467,22,IND,ASIA,0,0.0
Site 468,62,IND,ASIA,0,0.0
Site 469,8,MYS,ASIA,0,0.0
Site 47,66,IND,ASIA,0,0.0
Site 470,4,SGP,ASIA,0,0.0
Site 471,20,TWN,ASIA,0,0.0
Site 472,11,TWN,ASIA,0,0.0
Site 473,22,TWN,ASIA,0,0.0
Site 474,16,TWN,ASIA,0,0.0
Site 475,20,THA,ASIA,0,0.0
Site 476,27,THA,ASIA,0,0.0
Site 477,1,THA,ASIA,0,0.0
Site 478,22,THA,ASIA,0,0.0
Site 479,6,TUR,EMEA,0,0.0
Site 480,21,TUR,EMEA,0,0.0
Site 481,7,TUR,EMEA,0,0.0
Site 482,4,TUR,EMEA,0,0.0
Site 483,9,TUR,EMEA,0,0.0
Site 484,8,TUR,EMEA,0,3.0
Site 485,3,TUR,EMEA,0,0.0
Site 487,21,TUR,EMEA,0,0.0
Site 488,7,TUR,EMEA,0,0.0
Site 489,14,TUR,EMEA,0,1.0
Site 490,5,TUR,EMEA,0,0.0
Site 5,2,SGP,ASIA,0,0.0
Site 502,3,BEL,EMEA,0,0.0
Site 503,21,BEL,EMEA,0,0.0
Site 504,16,BEL,EMEA,0,0.0
Site 505,7,BEL,EMEA,0,0.0
Site 509,11,CZE,EMEA,0,0.0
Site 510,2,CZE,EMEA,0,0.0
Site 511,34,CZE,EMEA,0,0.0
Site 512,2,FRA,EMEA,0,0.0
Site 513,24,FRA,EMEA,0,0.0
Site 514,3,FRA,EMEA,0,0.0
Site 515,5,FRA,EMEA,0,0.0
Site 516,8,FRA,EMEA,0,0.0
Site 518,17,ITA,EMEA,0,0.0
Site 519,8,ITA,EMEA,0,0.0
Site 520,4,PRT,EMEA,0,0.0
Site 521,21,PRT,EMEA,0,0.0
Site 522,5,PRT,EMEA,0,0.0
Site 523,10,PRT,EMEA,0,0.0
Site 524,35,ROU,EMEA,0,0.0
Site 526,19,ROU,EMEA,0,0.0
Site 527,14,ROU,EMEA,0,0.0
Site 529,25,ESP,EMEA,0,3.0
Site 530,13,ESP,EMEA,0,0.0
Site 535,75,USA,AMERICA,0,0.0
Site 536,26,USA,AMERICA,0,0.0
Site 537,4,USA,AMERICA,0,0.0
Site 538,5,USA,AMERICA,0,0.0
Site 542,26,DNK,EMEA,0,0.0
Site 543,144,LTU,EMEA,0,0.0
Site 544,27,LTU,EMEA,0,0.0
Site 545,5,LTU,EMEA,0,0.0
Site 546,53,LTU,EMEA,0,0.0
Site 547,109,LTU,EMEA,0,0.0
Site 548,51,LTU,EMEA,0,1.0
Site 549,30,LTU,EMEA,0,0.0
Site 550,24,LTU,EMEA,0,0.0
Site 554,13,IND,ASIA,0,2.0
Site 557,31,PHL,ASIA,0,0.0
Site 568,11,BGR,EMEA,0,0.0
Site 57,16,PHL,ASIA,0,0.0
Site 572,12,FRA,EMEA,0,0.0
Site 573,13,FRA,EMEA,0,0.0
Site 575,4,ISR,EMEA,0,0.0
Site 578,6,ITA,EMEA,0,0.0
Site 58,34,PHL,ASIA,0,9.0
Site 580,13,ITA,EMEA,0,0.0
Site 581,9,ITA,EMEA,0,0.0
Site 582,11,NLD,EMEA,0,0.0
Site 583,48,NLD,EMEA,0,0.0
Site 585,5,SVK,EMEA,0,0.0
Site 586,7,CHE,EMEA,0,0.0
Site 587,10,CHE,EMEA,0,0.0
Site 588,13,GBR,EMEA,0,0.0
Site 589,35,GBR,EMEA,0,0.0
Site 59,25,SGP,ASIA,0,3.0
Site 590,33,GBR,EMEA,0,0.0
Site 591,31,GBR,EMEA,0,0.0
Site 592,37,GBR,EMEA,0,0.0
Site 593,18,USA,AMERICA,0,0.0
Site 594,5,USA,AMERICA,0,0.0
Site 597,30,IND,ASIA,0,0.0
Site 598,17,SVK,EMEA,0,0.0
Site 6,7,SGP,ASIA,0,0.0
Site 61,33,ZAF,EMEA,0,0.0
Site 62,20,ZAF,EMEA,0,0.0
Site 63,41,ZAF,EMEA,0,0.0
Site 64,23,ZAF,EMEA,0,0.0
Site 65,44,ZAF,EMEA,0,2.0
Site 67,16,ZAF,EMEA,0,0.0
Site 68,47,ZAF,EMEA,0,0.0
Site 7,14,TWN,ASIA,0,0.0
Site 70,8,ZAF,EMEA,0,0.0
Site 71,20,ZAF,EMEA,0,0.0
Site 73,29,ZAF,EMEA,0,4.0
Site 74,47,ZAF,EMEA,0,0.0
Site 775,33,TWN,ASIA,0,0.0
Site 776,18,TUR,EMEA,0,0.0
Site 777,8,TUR,EMEA,0,1.0
Site 781,8,ISR,EMEA,0,0.0
Site 783,1,ISR,EMEA,0,0.0
Site 784,41,ISR,EMEA,0,0.0
Site 785,13,ISR,EMEA,0,0.0
Site 8,29,TWN,ASIA,0,0.0
Site 803,64,BGR,EMEA,0,0.0
Site 804,14,BGR,EMEA,0,0.0
Site 807,11,CZE,EMEA,0,0.0
Site 808,19,CZE,EMEA,0,0.0
Site 809,19,CZE,EMEA,0,0.0
Site 810,15,CZE,EMEA,0,0.0
Site 811,31,CZE,EMEA,0,0.0
Site 812,23,CZE,EMEA,0,0.0
Site 813,37,CZE,EMEA,0,0.0
Site 814,10,CZE,EMEA,0,0.0
Site 815,38,CZE,EMEA,0,0.0
Site 816,6,CZE,EMEA,0,0.0
Site 817,32,CZE,EMEA,0,0.0
Site 818,34,CZE,EMEA,0,0.0
Site 819,2,CZE,EMEA,0,0.0
Site 820,2,CZE,EMEA,0,0.0
Site 821,11,CZE,EMEA,0,0.0
Site 822,2,CZE,EMEA,0,0.0
Site 823,8,CZE,EMEA,0,0.0
Site 824,17,CZE,EMEA,0,0.0
Site 826,3,CZE,EMEA,0,0.0
Site 832,6,GRC,EMEA,0,0.0
Site 833,10,GRC,EMEA,0,0.0
Site 834,5,GRC,EMEA,0,0.0
Site 845,11,HUN,EMEA,0,0.0
Site 849,13,HUN,EMEA,0,0.0
Site 850,5,HUN,EMEA,0,0.0
Site 851,17,HUN,EMEA,0,0.0
Site 853,3,HUN,EMEA,0,0.0
Site 854,14,HUN,EMEA,0,0.0
Site 857,3,HUN,EMEA,0,0.0
Site 859,7,ISR,EMEA,0,0.0
Site 860,9,ISR,EMEA,0,0.0
Site 861,12,ISR,EMEA,0,0.0
Site 862,11,ISR,EMEA,0,0.0
Site 863,19,ISR,EMEA,0,0.0
Site 864,15,ITA,EMEA,0,0.0
Site 865,15,ITA,EMEA,0,0.0
Site 866,16,ITA,EMEA,0,0.0
Site 867,15,POL,EMEA,0,0.0
Site 868,8,POL,EMEA,0,0.0
Site 869,5,POL,EMEA,0,0.0
Site 87,8,AUT,EMEA,0,0.0
Site 870,15,POL,EMEA,0,0.0
Site 871,18,POL,EMEA,0,0.0
Site 873,4,PRT,EMEA,0,0.0
Site 875,5,PRT,EMEA,0,0.0
Site 876,25,PRT,EMEA,0,0.0
Site 877,11,PRT,EMEA,0,0.0
Site 878,11,PRT,EMEA,0,0.0
Site 879,20,PRT,EMEA,0,0.0
Site 89,102,POL,EMEA,0,1.0
Site 9,22,THA,ASIA,0,0.0
Site 90,21,POL,EMEA,0,0.0
Site 910,11,ARG,AMERICA,0,0.0
Site 911,25,ARG,AMERICA,0,0.0
Site 912,18,ARG,AMERICA,0,0.0
Site 913,86,ARG,AMERICA,0,0.0
Site 914,67,ARG,AMERICA,0,0.0
Site 915,10,ARG,AMERICA,0,0.0
Site 916,14,ARG,AMERICA,0,0.0
Site 917,48,ARG,AMERICA,0,0.0
Site 918,24,ARG,AMERICA,0,0.0
Site 919,45,ARG,AMERICA,0,0.0
Site 92,12,POL,EMEA,0,0.0
Site 921,19,BRA,AMERICA,0,0.0
Site 923,18,BRA,AMERICA,0,0.0
Site 925,6,BRA,AMERICA,0,0.0
Site 927,89,BRA,AMERICA,0,0.0
Site 928,22,BRA,AMERICA,0,0.0
Site 929,9,BRA,AMERICA,0,0.0
Site 930,7,BRA,AMERICA,0,0.0
Site 931,33,BRA,AMERICA,0,0.0
Site 932,25,BRA,AMERICA,0,0.0
Site 933,71,BRA,AMERICA,0,0.0
Site 934,23,BRA,AMERICA,0,0.0
Site 935,75,BRA,AMERICA,0,0.0
Site 936,5,BRA,AMERICA,0,0.0
Site 937,24,BRA,AMERICA,0,0.0
Site 938,78,BRA,AMERICA,0,0.0
Site 939,72,BRA,AMERICA,0,0.0
Site 94,20,POL,EMEA,0,0.0
Site 940,38,BRA,AMERICA,0,0.0
Site 941,35,BRA,AMERICA,0,0.0
Site 942,46,BRA,AMERICA,0,0.0
Site 943,26,BRA,AMERICA,0,0.0
Site 944,37,BRA,AMERICA,0,0.0
Site 945,4,BRA,AMERICA,0,0.0
Site 946,62,BRA,AMERICA,0,0.0
Site 947,6,BRA,AMERICA,0,0.0
Site 948,11,BRA,AMERICA,0,0.0
Site 949,19,BRA,AMERICA,0,0.0
Site 95,16,POL,EMEA,0,0.0
Site 950,33,BRA,AMERICA,0,0.0
Site 951,35,CAN,AMERICA,0,0.0
Site 952,15,CAN,AMERICA,0,0.0
Site 954,17,CAN,AMERICA,0,0.0
Site 955,14,CAN,AMERICA,0,0.0
Site 956,9,CAN,AMERICA,0,0.0
Site 957,3,CAN,AMERICA,0,0.0
Site 958,38,CAN,AMERICA,0,0.0
Site 959,17,CAN,AMERICA,0,0.0
Site 96,39,POL,EMEA,0,2.0
Site 960,12,CAN,AMERICA,0,0.0
Site 961,32,CAN,AMERICA,0,0.0
Site 963,34,CAN,AMERICA,0,0.0
Site 964,18,CAN,AMERICA,0,0.0
Site 965,12,CAN,AMERICA,0,0.0
Site 966,10,CAN,AMERICA,0,0.0
Site 967,65,CAN,AMERICA,0,0.0
Site 968,6,CAN,AMERICA,0,0.0
Site 969,28,CAN,AMERICA,0,0.0
Site 97,5,POL,EMEA,0,0.0
Site 970,9,CAN,AMERICA,0,0.0
Site 971,18,CAN,AMERICA,0,0.0
Site 972,16,CAN,AMERICA,0,0.0
Site 973,35,CAN,AMERICA,0,0.0
Site 974,17,CAN,AMERICA,0,0.0
Site 975,21,CAN,AMERICA,0,0.0
Site 976,10,CAN,AMERICA,0,0.0
Site 977,8,CAN,AMERICA,0,0.0
Site 978,6,CAN,AMERICA,0,0.0
Site 98,18,POL,EMEA,0,0.0
Site 99,23,POL,EMEA,0,0.0
Site 995,11,COL,AMERICA,0,0.0
Site 996,23,COL,AMERICA,0,0.0
Site 997,36,COL,AMERICA,0,0.0
Site 998,14,COL,AMERICA,0,0.0
Site 999,17,COL,AMERICA,0,0.0
