Site ID,query_count,Region,Country,missing_page_count,sae_count
Site 1539,34,EMEA,ROU,0.0,6.0
Site 154,42,EMEA,NLD,0.0,10.0
Site 1540,23,EMEA,ROU,0.0,4.0
Site 1541,47,EMEA,ROU,0.0,7.0
Site 1542,28,EMEA,ROU,0.0,5.0
Site 1543,27,EMEA,ROU,0.0,2.0
Site 1544,2,EMEA,ROU,0.0,0.0
Site 1545,31,EMEA,ROU,0.0,6.0
Site 1546,40,EMEA,ROU,0.0,9.0
Site 1547,67,EMEA,ROU,0.0,17.0
Site 1548,13,EMEA,ROU,0.0,2.0
Site 1549,6,EMEA,ROU,0.0,0.0
Site 155,42,EMEA,NLD,0.0,4.0
Site 1550,15,EMEA,ROU,0.0,0.0
Site 1551,11,EMEA,ROU,0.0,0.0
Site 1552,21,EMEA,ROU,0.0,9.0
Site 1553,32,EMEA,SVN,0.0,11.0
Site 1554,9,EMEA,SVN,0.0,0.0
Site 1555,11,EMEA,SVN,0.0,0.0
Site 1556,25,EMEA,SVN,0.0,0.0
Site 1557,22,EMEA,SVN,0.0,2.0
Site 1558,25,EMEA,ZAF,0.0,2.0
Site 1559,52,EMEA,ZAF,0.0,6.0
Site 156,29,EMEA,NLD,0.0,9.0
Site 1560,35,EMEA,ZAF,0.0,16.0
Site 1561,39,EMEA,ZAF,0.0,9.0
Site 1562,44,EMEA,ZAF,0.0,7.0
Site 1563,11,EMEA,ZAF,0.0,0.0
Site 1564,9,EMEA,ZAF,0.0,1.0
Site 1565,21,EMEA,ZAF,0.0,3.0
Site 1566,15,EMEA,ZAF,0.0,4.0
Site 1567,25,EMEA,ZAF,0.0,4.0
Site 1568,31,EMEA,ZAF,0.0,2.0
Site 1569,11,EMEA,ZAF,0.0,2.0
Site 157,72,EMEA,NLD,0.0,11.0
Site 1570,4,EMEA,ZAF,0.0,3.0
Site 1571,28,EMEA,ZAF,0.0,3.0
Site 1572,44,EMEA,ZAF,0.0,12.0
Site 1573,41,EMEA,ZAF,0.0,10.0
Site 1574,8,EMEA,ZAF,0.0,4.0
Site 1575,14,ASIA,KOR,0.0,4.0
Site 1576,15,ASIA,KOR,0.0,3.0
Site 1577,12,ASIA,KOR,0.0,3.0
Site 1578,18,ASIA,KOR,0.0,6.0
Site 1579,36,ASIA,KOR,0.0,9.0
Site 158,42,EMEA,NLD,0.0,8.0
Site 1580,39,ASIA,KOR,0.0,3.0
Site 1581,12,ASIA,KOR,0.0,2.0
Site 1582,38,ASIA,KOR,0.0,3.0
Site 1583,27,ASIA,KOR,0.0,1.0
Site 1584,18,ASIA,KOR,0.0,1.0
Site 1585,25,ASIA,KOR,0.0,2.0
Site 1586,19,ASIA,KOR,0.0,4.0
Site 1587,18,ASIA,KOR,0.0,2.0
Site 1588,5,ASIA,KOR,0.0,1.0
Site 1589,26,ASIA,KOR,0.0,2.0
Site 159,28,EMEA,NLD,0.0,2.0
Site 1590,11,ASIA,KOR,0.0,2.0
Site 1591,16,ASIA,KOR,0.0,4.0
Site 1592,26,EMEA,SWE,0.0,6.0
Site 1593,31,EMEA,SWE,0.0,1.0
Site 1594,25,EMEA,SWE,0.0,0.0
Site 1595,25,EMEA,SWE,0.0,1.0
Site 1596,13,EMEA,SWE,0.0,2.0
Site 1597,10,EMEA,SWE,0.0,2.0
Site 1598,16,EMEA,SWE,0.0,3.0
Site 1599,7,EMEA,SWE,0.0,1.0
Site 16,26,EMEA,SVK,0.0,4.0
Site 160,38,EMEA,NLD,0.0,13.0
Site 1600,51,EMEA,SWE,0.0,10.0
Site 1601,15,ASIA,TWN,0.0,9.0
Site 1602,42,ASIA,TWN,0.0,9.0
Site 1603,15,ASIA,TWN,0.0,3.0
Site 1604,29,ASIA,TWN,0.0,1.0
Site 1605,27,ASIA,TWN,0.0,4.0
Site 1606,19,ASIA,TWN,0.0,9.0
Site 1607,12,ASIA,TWN,0.0,4.0
Site 1608,21,ASIA,THA,0.0,12.0
Site 1609,22,ASIA,THA,0.0,4.0
Site 161,21,EMEA,PRT,0.0,8.0
Site 1610,27,ASIA,THA,0.0,9.0
Site 1611,43,ASIA,THA,0.0,10.0
Site 1612,22,ASIA,THA,0.0,5.0
Site 1613,28,ASIA,THA,0.0,8.0
Site 1614,8,ASIA,THA,0.0,4.0
Site 1615,6,EMEA,TUR,0.0,0.0
Site 1616,21,EMEA,TUR,0.0,1.0
Site 1617,12,EMEA,TUR,0.0,0.0
Site 1618,3,EMEA,TUR,0.0,3.0
Site 1619,2,EMEA,TUR,0.0,0.0
Site 162,114,EMEA,PRT,0.0,38.0
Site 1620,92,EMEA,TUR,0.0,12.0
Site 1621,30,EMEA,TUR,0.0,8.0
Site 1622,23,EMEA,TUR,0.0,1.0
Site 1623,47,EMEA,TUR,0.0,7.0
Site 1624,60,EMEA,TUR,0.0,6.0
Site 1625,39,EMEA,SRB,0.0,4.0
Site 1626,22,EMEA,SRB,0.0,7.0
Site 1627,200,EMEA,SRB,0.0,21.0
Site 1628,24,EMEA,SRB,0.0,1.0
Site 1629,1,EMEA,SRB,0.0,0.0
Site 163,27,EMEA,SVK,0.0,10.0
Site 1630,48,EMEA,SRB,0.0,16.0
Site 1631,29,EMEA,SRB,0.0,2.0
Site 1632,95,EMEA,SRB,0.0,21.0
Site 1633,75,EMEA,SRB,0.0,10.0
Site 1634,8,EMEA,SRB,0.0,2.0
Site 1635,10,EMEA,SRB,0.0,0.0
Site 1636,26,EMEA,SRB,0.0,5.0
Site 1637,6,EMEA,SRB,0.0,0.0
Site 1638,61,EMEA,SRB,0.0,13.0
Site 1639,19,EMEA,SRB,0.0,3.0
Site 164,31,EMEA,SVK,0.0,14.0
Site 1640,289,EMEA,SRB,0.0,21.0
Site 1641,15,EMEA,SRB,0.0,2.0
Site 1642,68,EMEA,SRB,0.0,14.0
Site 1643,25,EMEA,SRB,0.0,5.0
Site 1644,24,EMEA,SRB,0.0,0.0
Site 165,97,AMERICA,ARG,0.0,20.0
Site 166,22,AMERICA,ARG,0.0,7.0
Site 168,10,AMERICA,ARG,0.0,3.0
Site 169,34,AMERICA,ARG,0.0,6.0
Site 17,17,EMEA,SVK,0.0,1.0
Site 171,30,AMERICA,ARG,0.0,6.0
Site 172,139,AMERICA,ARG,0.0,27.0
Site 174,49,AMERICA,ARG,0.0,2.0
Site 175,169,AMERICA,ARG,0.0,30.0
Site 180,47,AMERICA,USA,0.0,12.0
Site 181,14,AMERICA,USA,0.0,3.0
Site 183,3,AMERICA,USA,0.0,0.0
Site 184,47,AMERICA,USA,0.0,11.0
Site 185,35,AMERICA,USA,0.0,6.0
Site 186,12,AMERICA,USA,0.0,2.0
Site 187,25,AMERICA,USA,0.0,9.0
Site 188,4,AMERICA,USA,0.0,0.0
Site 189,6,AMERICA,USA,0.0,0.0
Site 19,26,AMERICA,USA,0.0,2.0
Site 191,16,ASIA,CHN,0.0,0.0
Site 192,12,ASIA,CHN,0.0,4.0
Site 193,14,ASIA,CHN,0.0,1.0
Site 194,31,ASIA,CHN,0.0,4.0
Site 195,57,ASIA,CHN,0.0,9.0
Site 196,15,ASIA,CHN,0.0,2.0
Site 197,26,ASIA,CHN,0.0,5.0
Site 198,25,ASIA,CHN,0.0,5.0
Site 2,30,ASIA,IND,0.0,3.0
Site 200,2,ASIA,CHN,0.0,1.0
Site 201,124,ASIA,CHN,0.0,23.0
Site 202,7,ASIA,CHN,0.0,1.0
Site 203,4,ASIA,CHN,0.0,1.0
Site 205,4,ASIA,CHN,0.0,0.0
Site 206,7,ASIA,CHN,0.0,1.0
Site 207,8,ASIA,CHN,0.0,0.0
Site 208,43,ASIA,CHN,0.0,6.0
Site 209,19,ASIA,CHN,0.0,3.0
Site 21,32,AMERICA,USA,0.0,8.0
Site 211,9,ASIA,CHN,0.0,4.0
Site 212,29,ASIA,CHN,0.0,4.0
Site 214,13,ASIA,CHN,0.0,2.0
Site 215,34,ASIA,CHN,0.0,22.0
Site 216,5,ASIA,CHN,0.0,1.0
Site 217,23,ASIA,CHN,0.0,3.0
Site 219,5,ASIA,CHN,0.0,2.0
Site 22,131,AMERICA,USA,0.0,48.0
Site 23,14,AMERICA,USA,0.0,3.0
Site 24,16,AMERICA,USA,0.0,3.0
Site 25,9,ASIA,CHN,0.0,1.0
Site 259,29,ASIA,IND,0.0,0.0
Site 260,8,ASIA,IND,0.0,2.0
Site 261,25,ASIA,IND,0.0,0.0
Site 268,18,EMEA,SVK,0.0,0.0
Site 269,9,EMEA,SVK,0.0,2.0
Site 27,24,EMEA,LVA,0.0,3.0
Site 279,6,EMEA,ESP,0.0,3.0
Site 28,23,ASIA,IND,0.0,0.0
Site 280,8,EMEA,ESP,0.0,1.0
Site 281,15,EMEA,ESP,0.0,4.0
Site 282,12,EMEA,ESP,0.0,2.0
Site 283,28,EMEA,ESP,0.0,10.0
Site 284,3,EMEA,ESP,0.0,1.0
Site 285,15,EMEA,ESP,0.0,3.0
Site 286,13,EMEA,ESP,0.0,4.0
Site 3,37,ASIA,IND,0.0,2.0
Site 30,59,ASIA,IND,0.0,9.0
Site 315,29,AMERICA,ARG,0.0,4.0
Site 316,102,AMERICA,ARG,0.0,12.0
Site 318,122,AMERICA,ARG,0.0,5.0
Site 319,51,AMERICA,ARG,0.0,5.0
Site 325,23,AMERICA,USA,0.0,5.0
Site 327,26,AMERICA,USA,0.0,2.0
Site 330,100,AMERICA,USA,0.0,11.0
Site 332,10,AMERICA,USA,0.0,1.0
Site 333,15,AMERICA,USA,0.0,4.0
Site 335,1,AMERICA,USA,0.0,0.0
Site 34,47,ASIA,IND,0.0,6.0
Site 341,4,AMERICA,USA,0.0,5.0
Site 342,1,AMERICA,USA,0.0,0.0
Site 344,25,ASIA,CHN,0.0,7.0
Site 345,14,ASIA,CHN,0.0,1.0
Site 346,9,ASIA,AUS,0.0,1.0
Site 347,6,ASIA,AUS,0.0,0.0
Site 35,127,ASIA,IND,0.0,14.0
Site 352,3,ASIA,CHN,0.0,1.0
Site 354,17,EMEA,SVK,0.0,2.0
Site 356,191,AMERICA,ARG,0.0,41.0
Site 357,33,ASIA,IND,0.0,6.0
Site 37,14,ASIA,IND,0.0,8.0
Site 38,52,ASIA,IND,0.0,17.0
Site 39,41,ASIA,IND,0.0,1.0
Site 4,14,ASIA,IND,0.0,0.0
Site 40,21,ASIA,IND,0.0,0.0
Site 41,36,ASIA,IND,0.0,4.0
Site 418,14,EMEA,HRV,0.0,5.0
Site 419,8,EMEA,HRV,0.0,3.0
Site 42,96,ASIA,IND,0.0,3.0
Site 420,5,EMEA,HRV,0.0,0.0
Site 421,19,EMEA,HRV,0.0,5.0
Site 422,19,EMEA,HRV,0.0,5.0
Site 423,63,EMEA,HRV,0.0,6.0
Site 435,92,AMERICA,ARG,0.0,11.0
Site 436,45,AMERICA,ARG,0.0,9.0
Site 437,118,AMERICA,ARG,0.0,14.0
Site 438,25,AMERICA,ARG,0.0,0.0
Site 441,3,AMERICA,ARG,0.0,0.0
Site 450,13,AMERICA,USA,0.0,2.0
Site 451,77,ASIA,IND,0.0,2.0
Site 452,51,ASIA,IND,0.0,2.0
Site 453,77,ASIA,IND,0.0,0.0
Site 454,18,ASIA,IND,0.0,2.0
Site 455,10,ASIA,IND,0.0,1.0
Site 456,25,ASIA,IND,0.0,7.0
Site 458,5,ASIA,IND,0.0,0.0
Site 46,1,ASIA,IND,0.0,0.0
Site 464,11,EMEA,ITA,0.0,1.0
Site 465,4,EMEA,RUS,0.0,0.0
Site 48,9,EMEA,KEN,0.0,2.0
Site 49,3,EMEA,KEN,0.0,0.0
Site 5,27,EMEA,MUS,0.0,1.0
Site 502,13,EMEA,HRV,0.0,1.0
Site 503,44,EMEA,HRV,0.0,4.0
Site 504,24,EMEA,HRV,0.0,1.0
Site 505,1,EMEA,HRV,0.0,0.0
Site 506,27,EMEA,HRV,0.0,7.0
Site 507,13,EMEA,HRV,0.0,0.0
Site 508,23,EMEA,HRV,0.0,7.0
Site 509,8,EMEA,FRA,0.0,5.0
Site 510,1,EMEA,FRA,0.0,0.0
Site 511,7,EMEA,FRA,0.0,2.0
Site 517,10,EMEA,ITA,0.0,6.0
Site 520,28,EMEA,ESP,0.0,130.0
Site 521,18,EMEA,ESP,0.0,3.0
Site 522,39,EMEA,ESP,0.0,4.0
Site 523,20,EMEA,ESP,0.0,2.0
Site 535,10,AMERICA,USA,0.0,2.0
Site 537,15,AMERICA,USA,0.0,7.0
Site 538,9,AMERICA,USA,0.0,1.0
Site 539,14,AMERICA,USA,0.0,0.0
Site 540,1,ASIA,JPN,0.0,0.0
Site 544,81,AMERICA,COL,0.0,11.0
Site 545,51,AMERICA,COL,0.0,5.0
Site 546,42,AMERICA,COL,0.0,14.0
Site 547,28,AMERICA,COL,0.0,11.0
Site 548,61,AMERICA,COL,0.0,14.0
Site 550,15,AMERICA,COL,0.0,2.0
Site 552,12,AMERICA,COL,0.0,1.0
Site 571,6,EMEA,FRA,0.0,4.0
Site 575,20,EMEA,PRT,0.0,3.0
Site 578,2,EMEA,RUS,0.0,1.0
Site 580,12,EMEA,RUS,0.0,0.0
Site 584,14,EMEA,ESP,0.0,3.0
Site 59,21,EMEA,MUS,0.0,2.0
Site 593,10,AMERICA,USA,0.0,2.0
Site 594,10,AMERICA,USA,0.0,3.0
Site 596,4,AMERICA,USA,0.0,1.0
Site 62,44,ASIA,PHL,0.0,6.0
Site 63,40,ASIA,PHL,0.0,2.0
Site 64,31,ASIA,PHL,0.0,2.0
Site 65,23,ASIA,PHL,0.0,1.0
Site 7,50,ASIA,SGP,0.0,21.0
Site 775,7,ASIA,SGP,0.0,1.0
Site 781,17,EMEA,PRT,0.0,5.0
Site 783,18,EMEA,PRT,0.0,4.0
Site 784,25,EMEA,PRT,0.0,4.0
Site 785,19,EMEA,PRT,0.0,1.0
Site 786,6,ASIA,IND,0.0,2.0
Site 787,16,ASIA,IND,0.0,0.0
Site 788,72,ASIA,IND,0.0,0.0
Site 789,42,ASIA,IND,0.0,7.0
Site 79,30,ASIA,SGP,0.0,7.0
Site 790,21,ASIA,IND,0.0,4.0
Site 791,21,ASIA,IND,0.0,4.0
Site 792,5,ASIA,IND,0.0,0.0
Site 793,9,ASIA,IND,0.0,0.0
Site 794,41,ASIA,IND,0.0,5.0
Site 795,11,ASIA,IND,0.0,1.0
Site 796,8,ASIA,IND,0.0,0.0
Site 797,12,ASIA,IND,0.0,0.0
Site 798,7,ASIA,IND,0.0,0.0
Site 799,23,ASIA,IND,0.0,0.0
Site 8,16,ASIA,SGP,0.0,5.0
Site 800,22,ASIA,IND,0.0,1.0
Site 801,21,EMEA,HRV,0.0,2.0
Site 802,8,EMEA,HRV,0.0,0.0
Site 803,10,EMEA,EST,0.0,0.0
Site 804,10,EMEA,EST,0.0,1.0
Site 805,18,EMEA,EST,0.0,4.0
Site 806,37,EMEA,FRA,0.0,7.0
Site 807,11,EMEA,FRA,0.0,3.0
Site 808,4,EMEA,FRA,0.0,0.0
Site 809,23,EMEA,FRA,0.0,3.0
Site 810,6,EMEA,FRA,0.0,1.0
Site 811,1,EMEA,FRA,0.0,0.0
Site 812,6,EMEA,FRA,0.0,0.0
Site 813,3,EMEA,FRA,0.0,0.0
Site 814,17,EMEA,FRA,0.0,4.0
Site 815,4,EMEA,FRA,0.0,2.0
Site 816,7,EMEA,FRA,0.0,3.0
Site 817,6,EMEA,FRA,0.0,0.0
Site 818,24,EMEA,FRA,0.0,3.0
Site 819,8,EMEA,FRA,0.0,3.0
Site 820,3,EMEA,FRA,0.0,1.0
Site 821,8,EMEA,FRA,0.0,1.0
Site 822,10,EMEA,FRA,0.0,2.0
Site 823,13,EMEA,FRA,0.0,3.0
Site 824,12,EMEA,FRA,0.0,2.0
Site 825,38,EMEA,FRA,0.0,12.0
Site 826,26,EMEA,FRA,0.0,5.0
Site 827,1,EMEA,FRA,0.0,0.0
Site 828,11,EMEA,FRA,0.0,3.0
Site 829,3,EMEA,FRA,0.0,1.0
Site 830,9,EMEA,FRA,0.0,1.0
Site 831,1,EMEA,FRA,0.0,0.0
Site 832,22,EMEA,ITA,0.0,6.0
Site 833,18,EMEA,ITA,0.0,1.0
Site 834,3,EMEA,ITA,0.0,2.0
Site 835,34,EMEA,ITA,0.0,10.0
Site 836,8,EMEA,ITA,0.0,3.0
Site 837,11,EMEA,ITA,0.0,2.0
Site 838,1,EMEA,ITA,0.0,0.0
Site 839,47,EMEA,ITA,0.0,14.0
Site 840,11,EMEA,ITA,0.0,2.0
Site 841,5,EMEA,ITA,0.0,0.0
Site 842,15,EMEA,ITA,0.0,5.0
Site 843,13,EMEA,ITA,0.0,8.0
Site 844,4,EMEA,ITA,0.0,1.0
Site 845,25,EMEA,NLD,0.0,3.0
Site 846,34,EMEA,NLD,0.0,1.0
Site 847,49,EMEA,NLD,0.0,6.0
Site 848,48,EMEA,NLD,0.0,8.0
Site 849,48,EMEA,NLD,0.0,8.0
Site 850,31,EMEA,NLD,0.0,9.0
Site 851,32,EMEA,NLD,0.0,6.0
Site 852,29,EMEA,NLD,0.0,4.0
Site 853,11,EMEA,NLD,0.0,2.0
Site 854,76,EMEA,NLD,0.0,13.0
Site 855,25,EMEA,NLD,0.0,2.0
Site 856,11,EMEA,NLD,0.0,3.0
Site 857,25,EMEA,NLD,0.0,4.0
Site 858,10,EMEA,NLD,0.0,3.0
Site 859,35,EMEA,PRT,0.0,8.0
Site 860,15,EMEA,PRT,0.0,1.0
Site 861,22,EMEA,PRT,0.0,11.0
Site 862,26,EMEA,PRT,0.0,4.0
Site 863,14,EMEA,PRT,0.0,2.0
Site 864,2,EMEA,RUS,0.0,0.0
Site 865,1,EMEA,RUS,0.0,0.0
Site 866,5,EMEA,RUS,0.0,0.0
Site 867,50,EMEA,SVK,0.0,11.0
Site 868,6,EMEA,SVK,0.0,1.0
Site 869,40,EMEA,SVK,0.0,4.0
Site 87,13,EMEA,AUT,0.0,0.0
Site 870,28,EMEA,SVK,0.0,6.0
Site 871,39,EMEA,SVK,0.0,2.0
Site 872,41,EMEA,SVK,0.0,0.0
Site 873,36,EMEA,ESP,0.0,2.0
Site 874,21,EMEA,ESP,0.0,5.0
Site 875,25,EMEA,ESP,0.0,7.0
Site 876,54,EMEA,ESP,0.0,6.0
Site 877,33,EMEA,ESP,0.0,5.0
Site 878,17,EMEA,ESP,0.0,4.0
Site 879,5,EMEA,ESP,0.0,2.0
Site 88,3,EMEA,AUT,0.0,0.0
Site 880,19,EMEA,ESP,0.0,6.0
Site 881,17,EMEA,ESP,0.0,2.0
Site 882,29,EMEA,ESP,0.0,9.0
Site 883,27,EMEA,ESP,0.0,3.0
Site 884,17,EMEA,ESP,0.0,5.0
Site 885,2,EMEA,ESP,0.0,1.0
Site 886,44,EMEA,ESP,0.0,15.0
Site 887,6,EMEA,ESP,0.0,3.0
Site 888,27,EMEA,ESP,0.0,4.0
Site 889,10,EMEA,ESP,0.0,0.0
Site 89,15,EMEA,SVK,0.0,3.0
Site 890,20,EMEA,ESP,0.0,9.0
Site 891,19,EMEA,ESP,0.0,3.0
Site 892,19,EMEA,ESP,0.0,4.0
Site 893,3,EMEA,ESP,0.0,0.0
Site 894,26,EMEA,ESP,0.0,2.0
Site 895,14,EMEA,ESP,0.0,3.0
Site 896,19,EMEA,ESP,0.0,1.0
Site 897,17,EMEA,ESP,0.0,1.0
Site 898,9,EMEA,ESP,0.0,4.0
Site 899,22,EMEA,ESP,0.0,1.0
Site 90,15,EMEA,SVK,0.0,8.0
Site 900,8,EMEA,ESP,0.0,1.0
Site 901,8,EMEA,ESP,0.0,0.0
Site 902,8,EMEA,ESP,0.0,3.0
Site 903,38,EMEA,ESP,0.0,3.0
Site 904,14,EMEA,ESP,0.0,5.0
Site 905,3,EMEA,ESP,0.0,0.0
Site 906,11,EMEA,ESP,0.0,0.0
Site 907,21,EMEA,ESP,0.0,4.0
Site 908,19,EMEA,ESP,0.0,4.0
Site 909,93,EMEA,ESP,0.0,8.0
Site 91,47,EMEA,SVK,0.0,9.0
Site 910,77,AMERICA,ARG,0.0,17.0
Site 911,74,AMERICA,ARG,0.0,26.0
Site 912,17,AMERICA,ARG,0.0,8.0
Site 913,23,AMERICA,ARG,0.0,3.0
Site 914,8,AMERICA,ARG,0.0,3.0
Site 915,49,AMERICA,ARG,0.0,9.0
Site 916,199,AMERICA,ARG,0.0,41.0
Site 917,20,AMERICA,ARG,0.0,1.0
Site 918,28,AMERICA,ARG,0.0,3.0
Site 919,68,AMERICA,ARG,0.0,10.0
Site 92,7,EMEA,SVK,0.0,1.0
Site 920,28,AMERICA,ARG,0.0,7.0
Site 921,132,AMERICA,BRA,0.0,33.0
Site 922,36,AMERICA,BRA,0.0,7.0
Site 923,156,AMERICA,BRA,0.0,21.0
Site 924,8,AMERICA,BRA,0.0,1.0
Site 925,242,AMERICA,BRA,0.0,35.0
Site 926,58,AMERICA,BRA,0.0,11.0
Site 927,106,AMERICA,BRA,0.0,10.0
Site 928,50,AMERICA,BRA,0.0,7.0
Site 929,82,AMERICA,BRA,0.0,4.0
Site 930,147,AMERICA,BRA,0.0,28.0
Site 931,136,AMERICA,BRA,0.0,16.0
Site 932,74,AMERICA,BRA,0.0,13.0
Site 933,56,AMERICA,BRA,0.0,9.0
Site 934,83,AMERICA,BRA,0.0,19.0
Site 935,32,AMERICA,BRA,0.0,7.0
Site 936,20,AMERICA,BRA,0.0,8.0
Site 937,80,AMERICA,BRA,0.0,7.0
Site 938,15,AMERICA,BRA,0.0,3.0
Site 939,35,AMERICA,BRA,0.0,9.0
Site 94,20,EMEA,SVK,0.0,3.0
Site 940,49,AMERICA,BRA,0.0,11.0
Site 941,54,AMERICA,BRA,0.0,10.0
Site 942,42,AMERICA,BRA,0.0,7.0
Site 943,44,AMERICA,BRA,0.0,3.0
Site 944,30,AMERICA,BRA,0.0,3.0
Site 945,19,AMERICA,BRA,0.0,5.0
Site 946,10,AMERICA,BRA,0.0,2.0
Site 947,59,AMERICA,BRA,0.0,9.0
Site 948,27,AMERICA,BRA,0.0,5.0
Site 949,41,AMERICA,BRA,0.0,2.0
Site 95,19,EMEA,SVK,0.0,2.0
Site 950,125,AMERICA,BRA,0.0,37.0
Site 951,7,AMERICA,CAN,0.0,1.0
Site 952,15,AMERICA,CAN,0.0,1.0
Site 953,7,AMERICA,CAN,0.0,1.0
Site 954,10,AMERICA,CAN,0.0,1.0
Site 955,5,AMERICA,CAN,0.0,0.0
Site 956,6,AMERICA,CAN,0.0,0.0
Site 957,22,AMERICA,CAN,0.0,6.0
Site 958,44,AMERICA,CAN,0.0,7.0
Site 959,13,AMERICA,CAN,0.0,2.0
Site 96,20,EMEA,SVK,0.0,2.0
Site 960,33,AMERICA,CAN,0.0,1.0
Site 961,20,AMERICA,CAN,0.0,1.0
Site 962,16,AMERICA,CAN,0.0,1.0
Site 963,14,AMERICA,CAN,0.0,3.0
Site 964,6,AMERICA,CAN,0.0,1.0
Site 965,8,AMERICA,CAN,0.0,3.0
Site 966,19,AMERICA,CAN,0.0,8.0
Site 967,6,AMERICA,CAN,0.0,2.0
Site 968,5,AMERICA,CAN,0.0,0.0
Site 969,6,AMERICA,CAN,0.0,0.0
Site 97,26,EMEA,SVK,0.0,1.0
Site 970,18,AMERICA,CAN,0.0,2.0
Site 971,8,AMERICA,CAN,0.0,1.0
Site 972,15,AMERICA,CAN,0.0,4.0
Site 973,16,AMERICA,CAN,0.0,4.0
Site 974,32,AMERICA,CAN,0.0,2.0
Site 975,16,AMERICA,CAN,0.0,4.0
Site 976,4,AMERICA,CAN,0.0,2.0
Site 977,6,AMERICA,CAN,0.0,2.0
Site 978,11,AMERICA,CAN,0.0,1.0
Site 979,94,AMERICA,CAN,0.0,3.0
Site 98,14,EMEA,SVK,0.0,2.0
Site 980,7,AMERICA,CAN,0.0,1.0
Site 981,25,AMERICA,CAN,0.0,1.0
Site 982,9,AMERICA,CAN,0.0,4.0
Site 983,10,AMERICA,CAN,0.0,1.0
Site 984,48,AMERICA,CAN,0.0,6.0
Site 985,5,AMERICA,CAN,0.0,2.0
Site 986,56,AMERICA,CHL,0.0,8.0
Site 987,56,AMERICA,CHL,0.0,17.0
Site 988,44,AMERICA,CHL,0.0,5.0
Site 989,39,AMERICA,CHL,0.0,11.0
Site 990,40,AMERICA,CHL,0.0,4.0
Site 991,34,AMERICA,CHL,0.0,29.0
Site 992,8,AMERICA,CHL,0.0,1.0
Site 993,49,AMERICA,CHL,0.0,5.0
Site 994,7,AMERICA,CHL,0.0,0.0
Site 995,24,EMEA,NOR,0.0,3.0
Site 996,8,EMEA,NOR,0.0,1.0
Site 997,33,EMEA,NOR,0.0,9.0
Site 998,5,EMEA,NOR,0.0,3.0
Site 999,38,EMEA,NOR,0.0,9.0
